job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
13437,Software Engineer - Android,"US, CA, San Francisco",,,"Happy Typing, on any smart device.Fleksy is officially the fastest keyboard in the world, and is so powerful that you can even type without looking.","Fleksy, is the next generation smart keyboard that lets you type on a touch-screen, without even looking at the screen. Fat fingers everywhere rejoice - we've solved this problem!Holders of the Guinness World Record title for the fastest keyboard in the world (officially!), Fleksy is also the first company to ship a keyboard on a smartwatch, to enable typing in 3-D (with Leap Motion), and to enable truly blind typing on a smartphone. We are venture-backed by leading VC funds including Kleiner Perkins and Highland Capital Partners.Since launching in December, Fleksy has already become the fastest growing keyboard company with millions of downloads. We are also one of the most anticipated products to launch with iOS 8. Apple is, for the first time, allowing third party keyboards on iOS, which makes this a fantastic time for our company.We are now preparing to take our technology to the next level, and are looking for motivated engineers to join our team.You will be working as part of the team that develops the Android Application side of our app. Our Android app has already been downloaded over 2 million times - and we are currently working with a number of partners on projects to bring our user base to the tens of millions of users in the coming months. Up for the challenge?","The successful candidate will have:A degree in Computer Science / Software Engineering.Very good command of Java. Use of Android NDK and/or C++ experience will be an advantage.A passion for the product. An eye for what truly constitutes a great typing experience, not an incremental improvement over current systems.The ability to deliver rock-solid work which will stand the test of users. That’s billions of words typed every day.The ability to learn and grow as the company grows.","We are the most innovative keyboard company in the world, and are currently experiencing explosive growth. Put simply, you will be joining a very hot startup at a very exciting stage.Up for the challenge? Here's what we offer:A dynamic work environment alongside talented people.Competitive salaryEmployee equity incentives15 day paid vacationFree lunchGold Health, dental and vision insuranceCareer development and the opportunity to grow with a fast-growing companyExcited much? Apply now!No recruiter referrals are accepted for this position. If you are a recruiter, please don’t ignore this notice – we won’t work with you if you do.",0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
17181,Outside Sales Professional-LaSalle,"US, IL, LaSalle",,,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. Our mission is to be the biggest, best, and easiest service company distributing exterior building products. We fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. We know that we will only be successful when our customers are successful. That’s why we make good on our promises every day.","As an Outside Sales Representative, you must have excellent sales talents as well as the willingness to learn the ABC Supply sales approach. It will also be very helpful to your role as an Outside Sales Representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows.  This will not only to lend credibility to your sales presentations, but also to assist the Branch Manager in the selection of new product lines. It is also vital for your role as an Outside Sales Representative that you have empathy for your customers and their needs, and always provide them with the best possible service.","Track Record of Sales Success – B2B or B2CNo minimum experience required, but specific industry knowledge is strongly preferredFamiliarity with product lines and the overall building contractor process is strongly preferredPast Experience in a production-measured environment, highly desiredValid driver’s license, clean driving record, and own reliable vehicleExceptional verbal and written communication, interpersonal and public speaking skillsProfessional appearance and demeanorSuperior time-management and planning skillsExcellent attention to detail and organizational skillsPositive, team-oriented attitudeSelf MotivatedHigh school diploma or equivalent; college degree preferredStable job historyWillingness to travel within territory, as neededAutomobile and Insurances to company standards","As an Outside Sales Representative, you will receive paid sales training, which will include professional development sessions with veteran ABC sales representatives! You will also receive consistent product training, particularly when we adopt new products and product lines. You will find there is plenty of opportunity for growth as an Outside Sales Representative, both within the role itself, and possibilities in Management. We value your hard work and professional dedication as an Outside Sales Representative, and will reward you with an excellent compensation package. We have a very competitive commission-based pay structure, and you will continue to receive commission on your established accounts with every purchase they make. You will also receive a comprehensive benefits package!",0,1,0,,,,,,0
4204,NY | POOL UI @DS+LW,"US, NY, ",,,"Kettle is an independent digital agency based in New York City and the Bay Area. We’re committed to making digital do more — for both people and brands — because we believe the digital world offers more than meets the eye. Every online experience has the potential to change a life, a brand, or even change the world. And we carry this philosophy into each and every product we build.",Let's post here candidates we like but don't have an open position for.,,,0,1,0,,,,,,0
5347,Administrative Assistant,"US, WA, Bellingham",,28000-32000,"POS-X is a rapidly growing point-of-sale hardware manufacturer located in Bellingham, WA.  The POS-X environment consists of highly motivated, yet easy going individuals who all have a common interest in the company's core values. These include enjoying life, work, and each other; communication; being real; pursuing excellence, selflessness; embracing change; and getting work done!  Any chosen candidate should be personable and able to adapt easily to a free-flow environment where the sharing of ideas and knowledge is paramount.   ","We are currently looking for an Administrative Assistant to work on-site in our Bellingham office.  Successful candidates will be highly capable in a vast array of administrative skills and be highly flexible to meet the changing needs of the company.  This position will work directly with the Corporate and Accounting team and perform many duties requiring proficiency with computer usage, excellent communication skills, and top-notch organization skills.  A successful candidate must be able to juggle the needs of multiple managers while organizing their schedule to ensure priority goes to the most critical duties. Key Responsibilities:Provide administrative support to executives and finance department managerBook travel arrangementsHelp plan and execute company eventsData entry, including entering bills and charges into financial software. Assist the finance department with Account Receivable analysis and communication.Assist members of corporate team with other miscellaneous tasks and projects as needed. Maintain an orderly and efficient company officeOrder and maintain office suppliesMaintain electronic and manual filing of documents and paperwork.Help ensure a clean and organized company office, including but not limited to tidying up common areas, washing towels, keeping general office décor fresh and appealing, and help manage cleaning services as needed.Open incoming mail and office packages and distributeRespond to or forward general company emails.Answer or forward general company phone calls and voice messagesOther miscellaneous duties as needed  ","Requirements:Well organized and self-directedExcellent time managementFriendly, personable and flexibleStrong communication skills, both verbal and writtenAbility to maintain confidentialityProficient at keyboarding and general computer usage (documents, spreadsheets, PDFs, etc)4-year degree or 3+ years experience in office administration or similar field","$14~$16/hr DOE + Medical, 401k and Bonus Opportunities",0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Hardware,Administrative,0
9634,"Human Resource Generalist & Benefits Coordinator--Grand Junction, CO",,,,"Critical Nurse Staffing, Inc. is enrolled with the U.S Department of Labor to provide nursing care to the former defense workers now receiving benefits through the RECA and EEOICP programs.We are proud to provide services to Defense Industry Workers covered under the Federal EEOICP and RECA programs, as well as recipients of the Federal Black Lung Benefits Program.We proudly provide care for the following patient groups:Uranium Miners, Millers and TransportersNuclear Weapons Plant Employees or ContractorsFormer Coal MinersOur service offers an integrated team of personal case managers, nurses, respiratory therapists and home aides. Our services focus on addressing the full range of a clients needs, including a client’s medical condition, the client’s comfort, emotional well-being, independence, functionality as well as nutritional and psychosocial needs.","Critical Nurse Staffing, Inc. is looking for a Human Resource Generalist who will also be responsible for working with employee benefits. This position is responsible for the administration and oversight of CNS’s benefit plans including but not limited to Medical Insurance. This person will assist employees with benefit enrollment, changes and education, maintaining employee database, tracking all eligible employees, and maintaining employee files and assist with process of hiring new employees.Must be able to work in a team, demonstrate initiative and skills in planning and organizing work, document all processes in a timely manner, utilize interpersonal skills, and communicate effectively with diverse employee population.Apply online at #URL_3de7bc96a866b70cd19961fa0408e18bb9099c46402d5b8131207082ff0dd3b6# or send a resume to #EMAIL_d959ebabd9fb698f62b107e34f1fdd15c8e496c70693ade74366c4ebc8d3f99c#.","Position Requirements:High school diploma or equivalentMinimum of one year experience in an office settingHuman Resource experience preferred, but not required.",,0,1,0,Full-time,Entry level,High School or equivalent,,,0
6068,Accounting Associate - Restaurant Experience,"US, MO, St Louis",,,"O|Miga is a different type of business services firm.  Founded by x-Big 4 partners, O|Miga offers accounting, payroll, human resources and other support services specifically tailored to the needs of small and mid-sized entrepreneurial businesses. We provide these services in a way that is more practical, efficient and cost effective, than traditional firms; by a team of experienced professionals that thrive on working with dynamic growing clients.","Experienced Restaurant Accountant and Operations Manager NeededIf you can bring energy, enthusiasm and enjoy directly advising business owners; we would like to meet you. O|Miga is a fast growing, St Louis based accounting and back office services firm with national and local clients. We provide accounting, payroll, HR and other support services to our fast growing and high performing organizations.  One of our key and expanding customer segments is the restaurant industry, and we are looking for candidates with experience in restaurant operations, finance and accounting.   Our unique delivery model enables our team to help our clients to improve and grow their operations.  Our clients are able to grow faster because we deliver more than just the numbers. We get the work done that prevents them from focusing on their core business.Our Associates have a broad base of business knowledge with specific skills in accounting, finance  and human resources. They must combine these with exceptional communication skills and a high attention to detail. Strong technical skills are also highly valued.Select Job Responsibilities Include:Posting daily banking transactionsResponding to client inquiries and requestsMaintain Employee Records:  Including onboarding; payroll; benefits; performance management and termination recordsProcessing Accounts Payable ; including: Review and approve all payments for accuracy prior to being processed; Obtain appropriate client approvals for payment processing. Reporting &amp; Analysis; including: preparing management reports, operational and profitability analysis; developing recommendations for improvement; and preparing budgets and cash forecastsExecuting Month End Close; including bank reconciliations; monthly journal entries; and variance analysesMaintaining Corporate Records, including: Contracts; shareholder records; tax records; corporate registrations; business licenses; and other local, state and federal records of the business.","A bachelor’s degree in Accounting, Business Administration, Economics or Restaurant &amp; Hospitality Management is required.  The ideal candidate will have hands on experience in the industry and/or in a multi-client service environment.  In addition you must have strong computer, analytical and communication skills.    ","We are a fast growing, entrepreneurial company that offers a competitive salary and unlimited opportunities to motivated and hard working professionals.  Come join our team and help us to shape a new technology driven service to support business owners in their quest for greatness.Learn more about us at #URL_7d7733ec1aaf5fd4aff32370e35b3d4ee513dc4433000f54239153298dff6413#-#URL_9cb8b62a8a01a1de9ec9c19af659ff905947bb6136dcfd884493a3e35987ad9a# ",0,1,1,Full-time,Associate,Bachelor's Degree,,,0
15727,Intake Coordinator,"US, CA, Fresno",,,"HealthCare California is a locally-owned and operated home health agency providing a variety of home health and medical services in central California.Our experienced and dedicated nursing and rehabilitation teams use a multi-disciplinary approach to ensure the highest quality level of home health care for our patients.We strive to ensure each patient reaches his or her maximum health potential.  All health care services are provided under the direction of the patient’s physician. MISSION STATEMENTOur mission is to be the premier home health agency in the Central Valley.  We will provide exceptional home health services to patients and referral sources.  We will always operate with the highest ethical standards and fairness in all of our dealings with patients, referrals sources, employees and suppliers.","PURPOSE/FUNCTION:This position is responsible for answering calls on potential referrals, reviewing referrals for new patients and responding to inquiries on company services.  This position ensures that all intake forms are complete, accurate and within HealthCare California’s guidelines. ESSENTIAL FUNCTIONS:Ensures that authorizations are received and requested, as needed, for new referralsReceives and processes heavy phone orders from physicians and other community resources in a timely mannerVerifies new orders for new or existing patients and scheduling questions for all departments as identified by directorEnters patient demographics into the computer, generates certificates of medical necessity to DME patients, and communicates with other departmentsInteract with Marketers to collaborate on admitting new referrals and retaining referralsAssist the Marketing Department with after-hours marketing events","Must be bilingualHigh school diploma; four year degree preferredMinimum 1-year medical experience in a computerized office environment and knowledge/ familiarity with community resources strongly preferredConsistently demonstrate critical thinking skills, initiative and problem solvingMust be able to demonstrate effective leadership skillsExcellent communication skills. Must be able to communicate in a manner that is understandable to the staff and general public verbally and in writingOutstanding organizational and multi-tasking abilitiesMust function well in a team environment",,0,1,0,Full-time,,High School or equivalent,,Administrative,0
16928,Marketing Rep Positions (Base Plus Commissions),"US, OH, Columbus",,45-67,"LEI Home Enhancements, is an Ohio based company that has been installing windows, siding, doors and decks in homes throughout the Tri-state, Dayton, Indianapolis and Columbus for over seven years.With pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners.Whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands.  That's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home.  We take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement.  Likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations.From day one, we will welcome any questions and concerns you may have during the renovation process.  It is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home.",We are seeking a Marketing Representative for our promotions division. The Marketing Rep will be responsible for contracting area customers who are interested in replacing their home improvement products.The responsibility of the Marketing Rep is to identify potential homes and set up an appointment with home owners that are interested in replacing their home improvement products.Responsibilities:- Canvass designated territory and identify suitable homes that qualify for products and promotions- Contact homeowners and set up appointments to have a Sales Rep demo our products. There is no selling!- Maintain relationship with new and current customers- Attend events to promote out company,"Requirements/Skills:- 1 Year customer service, sales or marketing experience- Motivated, energetic, and positive outlook.- Exceptional communication skills.","We Offer:Attractive compensation plan » base + (no cap, unlimited earning potential)                Average hourly pay is between $15-20 an hour plus commissionsFantastic benefit package » eligible after only 90 days of employment - including generous paid time off plans, medical, dental, 401(k) with company matchCareer growth opportunities in cities throughout the countryPaid trainingFun, friendly work environment",0,1,0,Full-time,,High School or equivalent,Marketing and Advertising,Customer Service,0
11428,Head of Performance Marketing,"IL, TA, Tel Aviv",Marketing,,"The only thing we love more than our data is our team.We're a group of developers, designers, mathematicians, data scientists, researchers and marketeers that work relentlessly to measure online behavior worldwide and to generate marketing insights.Together, we are shaping the future of web measurement and competitive intelligence.","SimilarWeb is on search of a driven Head of Performance Marketing, to develop and evolve acquisition strategy. You will work across PPC, Media Buying and Affiliate Marketing in order to generate traffic.As Head of Performance Marketing you will oversee the demand generation strategy, execution and budgets and be accountable for the traffic generation results.Key ResponsibilitiesProducing traffic generation goals and  forecastsManaging large marketing budgetsMonitoring and analyzing performance against traffic, CPA, and ROI goalsContributing to integrated campaign strategy and plans, outlining key marketing themes, messages and offers throughout the yearOverseeing the campaign planning and strategy","Skills &amp; RequirementsMinimum of 4 years’ experience in a performance marketing roleExcellent knowledge of marketing across key online channels, including PPC, Media Buying, Social and AffiliatesAbility to lead and deliver traffic generation programsStrong team management skills",,0,1,0,,,,,Marketing,0
5736,Ad Monetisation Expert,"SE, AB, Stockholm",Commercial,,"We started making apps the day App Store opened. Initially, we developed iOS apps for other companies, but in 2011 we started developing our own apps. In March 2012, we launched our first own game, Ruzzle. It became an immediate success and rose to the top ten list in 148 countries. While taking Ruzzle to the next level, we have also launched a new quiz game, Quizcross. It has already been on the top ten list for trivia games in over 50 countries. Totally more than 50M have played our games.We thrive on exciting ideas, so stay tuned for more games from MAG.The MAG Interactive team is a group of passionate developers and designers. Our mission is to produce extremely polished and easy to play games that makes you want to tell all your friends about it.The MAG Interactive team is based in Stockholm, #URL_29206d9d6d46b4bc66bba586803a8387427193f1326a4ca4a1afcceaf7b68010# more information, please contact us on #EMAIL_778459cb1331b0e6c32b879ba7b82bc8ff495bc9ac735935d6e64f49b2d97398#","Successful and profitable start-up looking for an Ad Monetisation expertMAG Interactive has rapidly become one of the fastest growing mobile gaming companies in Sweden and is well recognised worldwide.More than 50 million fans enjoy playing Ruzzle and QuizCross and have played more than 10 billion rounds so far.We are now looking for an Ad Monetisation expert to join our journey. We believe our team is what makes us unique and we always welcome extraordinary additions to our family. If you are a user acquisition expert with a relevant track record that speaks for itself and committed to contribute on our successful journey, we would love to hear from you. "," To be considered we believe you must have/be:- Worked with mobile advertising networks, ad serving and ad mediation platforms- The ability to negotiate deals- Fluent in English- Very organised- The ability to enjoy working with people around the worldWe will also find it good if you have: -       Prepared pitches to premium advertisers and media agencies-       Worked on a global level / contacts in the US market-       A good entertainment sense-       A creative mindset ",What we offer:-       The opportunity to join a proven team heading towards imaginable success.-       The opportunity to influence millions of users worldwide-       Humble and talented colleagues-       A fun and inspirable working place in the Stockholm city centre-       Profitable start-up-       Competitive benefits,0,1,0,Full-time,Mid-Senior level,,Internet,Information Technology,0
5624,Marketing Assistant - Internship,"GR, I, Athens",Marketing,,"Hi, we are dopios“We are here to make any location accessible and open through the power of its people. We are here to make the world a place you call home. We just started and we would love to have you around. Coming in?”-- WhyThere are numerous companies out there, but you chose us. Let us share our culture.Problem You will come to work everyday because you want to solve with us a tough and challenging problem; how will we make the world more accessible and open through the power of its locals?Things we believe - We are here to make a global company - Great design and product is the sine-qua-non of a great company - People buy what they believe in, not what they need - We love to learn from anywhere and anything - We challenge what is out there. Common logic sustains ""common"" companies - The world is less optimal than what we think - The users are what we care the most about and they are their core of our existance as a company - Pay it forward and help others before they ask for it - We stay humble and we do not judge - Simplicity is the ultimate sophisticationPeople we pay attention toSeth Godin, Steve Jobs, Dan Gilbert, Dieter Rams, Richard Branson, Charles and Ray Eames, Dan Ariely, Chris Guillebeau, Chris Dixon, Fred Wilson, Mark Suster--Why, youBecause you are a t-shaped person, passionate about challenging the status quo, ambitious to have a global impact, hungry for new learnings and humble at your core.Things we appreciate - Know what ""Community Marketplace"" means and can talk about its pros and cons - Love to travel and explore unknown locations - Have always been a builder and participated in various projects - Know who are the game-chaning companies on the web today and can explain why - Get excited about TED talks and you can name 3 people who have disrupted their industries","At #URL_98b636c960adbebef086a07c092e13b1e36310114bbd8fb6c9a2f0c4cf3a916f# we are rethinking the way we interact with unknown locations and our goal is to make any location accessible and open through its people. dopios is a recently funded startup (TechCrunch article) and one of the up and coming Travel companies.Our “secret sauce” is our community as well as the way we communicate with the prospective travelers and locals. You can help us define, build and expand that community one person at a time and brind dopios to a much larger audience.We strongly believe that at the core of our existence is our users, and especially the locals who act as the “face of dopios” in any location. In order to do a outstanding job, we need great people in each location that will bring more great people, who will bring.. well you know the rest.This position is of great importance to us and we want an eager and extremely communicative candidate to get their hands around it. If you think you can help us bring together the most amazing group of locals in Greece and around the world, you have our full attention.What You'll Do: Be in charge of th dopios community (lead the application process for locals, interview locals through Skype for verification, test dopios experiences in Athens, be responsible for all dopios members who want to grow the dopios community in their cities, gather user ideas and produce insights for product improvement)Assist with overall online marketing tasks (edit or draft social media posts, assist with the placement and tracking of digital advertising, research 3rd party networks that we could leverage, help with email marketing tasks)Prepare product and web analytics reports (produce weekly analytics reports from social, product and overall presence, research and propose insights for search ranking improvements)Assist with Marketing Campaigns (prepare briefs, do market research, edit or draft marketing material, be in charge of Newsletter)Assist with Public Relation tasks (draft Press Releases, monitor and record printed and online press coverage for #URL_98b636c960adbebef086a07c092e13b1e36310114bbd8fb6c9a2f0c4cf3a916f#, research suitable media outlets, draft articles and general media material)Assist with the planning and production of events (assist with project plan, research for various suppliers, coordinate internal and external communications)","What We’re Looking For:First and foremost loves traveling has either experience in the field or has a strong desire to get somePursuing a career or degree in MarketingExcellent written and verbal communication skills (English)Strong organizational skills, attention to detail and ability to handle multiple tasks and meet deadlines in a fast-paced, deadline-oriented environmentIs self-driven and can be very creative when there is not enough action items in the workflowOutgoing personality who is not afraid to talk in front of many people, network and feel comfortable to talk to strangers","What We’re Offering:An amazing workspace filled with energetic, hardworking peopleAn opportunity to work with exceptional people in their fields and ""grooming"" in Community Management and Consumer Web related topicsA direct link to the Start-up community and to the thought leaders of the Travel Space in Greecedopios ""Live the Product"" - Free experiences and more",0,1,1,Full-time,Internship,,Internet,Marketing,0
10931,Client Account Manager ,"US, CT, Windsor",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Client Account Manager will be located in Windsor CT.  The right candidate will be an integral part of our talented team, supporting our continued growth. The Client Account Manager is responsible for ensuring Service Level Agreements (SLAs) are met on a consistent basis  (Mail, Document Imaging/Scanning and Fulfillment production workflow) communicating workflow status to operations management and working with customer to fulfill contractual obligations, identify business opportunity and grow service offering.  In order to achieve these objectives, the Client Account Manager will be expected to maintain a high level of client contact and customer satisfaction (SLA attainment) and develop site personnel to meet or exceed customer and Novitex objectives. Candidates must have High School Diploma, proven leadership experience, minimum of 2 years supervisory experience, minimum of 3 years customer service experience and a minimum of 1 year experience in a Document Imaging and Indexing environment, preferably in the Healthcare industry. The ideal candidate will have an undergraduate degree. This person must have a valid driver's license and a good driving record.Responsibilities:Monitor workflow and productivity measurements.Maintain and update work instructions for production services and provide continuous improvement to workflow operations.Quality/Workflow compliance - demonstrate commitment and enthusiasm and utilization of quality tools to drive SLA attainment and exceed client expectations.  Ensure service levels are clearly communicated, understood, and performed by on-site staff.Customer Service – establish effective working relationship with key customer contacts, including workflow evaluation, presentation of service results; communicate process improvements as the benefit customer results.Travel to customer locations, as required for Partnership Meetings.Utilizes technology to perform tasks efficiently and demonstrates the ability to communicate effectively both orally and written.Project manage and coordinate tasks associated with customer driven initiatives.Position may require Business Solutions Analyst to perform site activities due to unanticipated volume increases, staffing coverage issues and/or special project needs requested by clients. Produce daily, weekly and monthly productivity reports.Understands basic information on core Novitex service/solutions offerings to work effectively with Manager - Client Services in generating leads for site growth and competitive take-a ways. ","Required Qualifications: Proven leadership experience requiredMinimum of 2 years project management experienceMinimum of 3 years customer service experienceMinimum of 1 year experience in a Document Imaging and Indexing environmentEffective customer relationship building skills, and uses creative solutions to exceed customer expectationsDemonstrates good judgment under pressure, and works well in a multi-taskingEffective written and verbal communication skills; proven analytical skillsSolid, basic mathematical skills requiredExcellent planning, prioritization and organizational skillsProven experience in high volume/fast paced environmentComputer proficiency in email environments, MS Word/Excel or similar programsHigh School Diploma requiredRelevant industry specific certificates a plus (MQC, CMDSM, etc.)Six-Sigma knowledge and certification a plusLifting up to a maximum of 55 lbs. or the maximum allowed by current State law with or without accommodationsAbility to stand, sit and/or walk for long periods of time with or without accommodationsMust have a valid driver's license and a good driving recordPreferred Qualifications:Undergraduate degree preferred  ",,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,General Business,0
17508,Home Based Payroll Typist/Data Entry Clerks Positions Available,"US, OH, Aberdeen ",Clerical,,,"We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:  ","Basic computer and typing skills, ability to spell and print neatly, ability to follow directions.",All you need is access to the Internet and you can participate. This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can from the comfort of your home typing and doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOWApply at: #EMAIL_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534#,0,0,0,,,,,,1
8029,. Net Developers,"US, IL, Chicago",,85000-120000,,"In this role the Software Developer Analyst, will work closely with a highly talented team to build and deploy enterprise business applications.  They will have involvement in  the entire development process, for design to the implementation of the application.  The Software Developer Analyst will also work closely with the JAD on web applications, including but not limited to technical and functional design, database design, as well as user interface design.Software Developer Analysts Qualifications: - Strong IT and software development experience - Experience with full development lifecycle, core design patterns and best practices - Experience building enterprise level solutions","Minimum Requirements for the Software Developer Analyst: - Must be a highly skilled functional and technical person - Excellent leadership and communication skills, both oral and written skills - Experience Developing and Programming web-based applications - Experience with algorithms, developingMinimum Technical Requirements: - Experience with, #URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a#, .Net 4.0, EntityFramework, MS SQL Server, Linq - Experience with the following is preferred but not required, #URL_be10b79b676c39a61bf16b97f06995d87facb8511e9d80de3d74a21c397c260e#, BizTalk or #URL_68e4257e0937f29b9057d9e2769a1070a37acaa3fe57eef71d7bf06e8c9766c8# ui controls.",,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
6631,BI Practice Director,"US, TX, HOUSTON",,,"Visual BI is one of the leading and fastest growing firms focusing exclusively on BI &amp; Analytics. Our offerings cover end-to-end BI services, industry and domain-specific solutions, custom visualization controls (SAP Dashboards and SAP Design Studio) and cloud-based analytics.Headquartered in Plano, Texas, Visual BI has won recognition from customers for driving high-touch engagements driven by our team of platinum-level experts, an agile delivery model and innovative solutions.Highlights:* Ranked by CIOReview as one of the Top 100 Big Data Companies in the US* Dedicated Visual BI Labs facility in San Antonio, TX, to support R&amp;D and innovations* Partnerships with established vendors such as SAP, TIBCO Spotfire, Tableau and MongoDB* A culture that encourages to look forward and think aheadMission: Our Goal is to become one of the leading firms worldwide in terms of brand recall &amp; excellence in the field of Business Intelligence &amp; Analytics by driving BI adoption with our innovative analytical solutions and applications.","This role is primarily to farm and grow our Houston, TX based clients and prospects Build Visual BI's BI Center of Excellence and BI Practice Competencies Become Integral Part of Visual BI's Vision to be the Best BI Consulting and Solutions Firm Execute BI Strategy by leveraging SAP BW and HANA capabilities as Enterprise Data Warehouse(EDW). Provide solutions architecture oversight for new development projects in support of our client's BI programBuild Project Plan timelines and Ensure BI Project Executions to those timelines and budget. Ensure adoption of best-in-class practices and standards for development, support, quality control and documentationWork with stakeholders to analyze business requirements, and define target SAP BI/BW solution architecture and associated technical specifications &amp; implementation planLead large cross functional teams including client staff and implementation team to accomplish successful completion of one or more solution requirements, architecture, or implementation deliverablesExcellent BI Thought Leadership and Content writing for Blogs and Visual BI News Letters Write Detailed and Descriptive Proposals, Statement of Work (SOW), and Project Plans Manage and Develop of Visual BI team of Consultants and Developers Work independently with minimal supervisionWill be required to commit to 50% travel to client locations and is negotiable for right candidates  ",5+ Years of Experience in Managing BI Projects and Enterprise BI Architecture 10+ years of hands-on experience in multiple SAP BW developments2+ Years of hands-on experience in HANA Modelling Experience with Modeling and Architecting for Non SAP Datasources Oil and Gas Industry Experience Travel to Client Locations as Client Engagement Partner / Solutions Director Business Objects Experience Visualizations Tools Experience (TIBCO Spotfire)  ,"Excellent Pay Excellent Medical, Dental, Vision, Life, AD&amp;D, Dependent Life, Short Term and Long Term Disability Benefits401(k) plan administered through employee fiduciaryGenerous communication allowance (mobile / internet / data charges)",0,1,1,Full-time,Director,Bachelor's Degree,Information Technology and Services,Information Technology,0
